local_pair,local_sentence_index_0based,external_direction,best_similarity,match_method,local_model,local_strategy,local_matched_text,external_matched_text,best_target_index,external_column,external_sample_domain,external_sample_id,external_src,external_ref
he-en-new,89,he-en,0.3,token_f1,G35,it,"Your case: Source: Sophie Nakash, a member of the city council, responded: ""The auditor's report and the committee's recommendations speak for themselves.""","The forces operated in a number of locations throughout the Judea and Samaria Division for the arrest of wanted men, including in the village of Rashida and the city of Nablus.",998,ONLINE-G,news,internal-11921820.news,"הכוחות פעלו במספר מוקדים ברחבי אוגדת יהודה ושומרון למעצר מבוקשים, בין היתר בכפר ראשידה ובעיר שכם.","The forces focused in several regions throughout the Judea and Samaria Division to arrest wanted persons, including the village of Rashida and the city of Nablus."
he-en-new,90,he-en,0.3333,token_f1,C3,it,- 94% of the people who deposited for personal life insurance or due to taking a mortgage were entitled to a tax refund.,Due to the large number of hospitalized people: Hadassah is preparing to open a third corona ward,716,ONLINE-B,news,health-6935580.news,בעקבות ריבוי המאושפזים: בהדסה נערכים לפתיחת מחלקת קורונה שלישית,Due to the large number of hospitalized people: Hadassah is preparing to open a third Corona-virus ward
he-en-new,91,he-en,0.3333,token_f1,G35,tear,"He was something - an experienced and wise epidemiologist, who volunteered for everything.",Hospital: “He is valued and experienced”,606,refA,news,health-10797578.news,"ביה""ח: ""הוא מוערך ומנוסה""",Hospital: “He is valued and experienced”
he-en-new,92,he-en,0.9412,token_f1,G35,tear,"The State Comptroller noted in a report from two months ago that two million employees are entitled to tax refunds totaling 3.6 billion shekels, which means it is worth checking if you are also entitled to receive tax refunds.","The State Comptroller noted in a report two months ago that two million employees are entitled to tax refunds totaling 3.6 billion shekels, which means that it's also worth checking if you are eligible to receive tax refunds.",227,refB,news,business-6678547.news,"מבקר המדינה ציין בדו""ח מלפני כחודשיים כי שני מיליון שכירים זכאים להחזרי מס בגובה של 3.6 מילארד שקלים, מה שאומר שכדאי גם לכם לבדוק האם אתם זכאים לקבל החזרי מס.","The State Comptroller stated in a report published about two months ago, that two million employees are entitled to tax refunds of 3.6 billion NIS, meaning you should also check whether you are entitled to receive tax refunds."
en-he-new,92,he-en,0.9412,token_f1,G35,tear,"The State Comptroller noted in a report from two months ago that two million employees are entitled to tax refunds totaling 3.6 billion shekels, which means it is worth checking if you are also entitled to receive tax refunds.","The State Comptroller noted in a report two months ago that two million employees are entitled to tax refunds totaling 3.6 billion shekels, which means that it's also worth checking if you are eligible to receive tax refunds.",227,refB,news,business-6678547.news,"The State Comptroller stated in a report published about two months ago, that two million employees are entitled to tax refunds of 3.6 billion NIS, meaning you should also check whether you are entitled to receive tax refunds.","מבקר המדינה ציין בדו""ח מלפני כחודשיים כי שני מיליון שכירים זכאים להחזרי מס בגובה של 3.6 מילארד שקלים, מה שאומר שכדאי גם לכם לבדוק האם אתם זכאים לקבל החזרי מס."
he-en-new,93,he-en,1.0,exact,G4o,it,Maccabi lacks a star.,Maccabi lacks a star.,1684,ZengHuiMT,user_review,sport-11901982.ugc,חסר למכבי כוכב,Maccabi lacks a star
en-he-new,93,he-en,1.0,exact,G4o,it,Maccabi lacks a star.,Maccabi lacks a star.,1684,ZengHuiMT,user_review,sport-11901982.ugc,Maccabi lacks a star,חסר למכבי כוכב
he-en-new,94,he-en,0.2857,token_f1,GP,tear,"The situation is actually improving. Human knowledge is expanding, and with it, new technologies and improvements are emerging.  ","The unmediated human interaction is important from many aspects, many of which are important.",1719,ZengHuiMT,user_review,tech-10576693.ugc,האינטראקציה האנושית הבלתי אמצעית חשובה מהרבה מאוד היבטים.,The immediate human interaction is important in many ways.
he-en-new,95,he-en,1.0,exact,G35,it,"Your case: Source: Wow, sounds good","Wow, sounds good",1887,ONLINE-A,user_review,travel-6742632.ugc,"ואוו ,נשמע טוב","Wow, sounds good"
en-he-new,95,he-en,1.0,exact,G35,it,"Your case: Source: Wow, sounds good","Wow, sounds good",1887,ONLINE-A,user_review,travel-6742632.ugc,"Wow, sounds good","ואוו ,נשמע טוב"
he-en-new,96,he-en,0.3478,token_f1,G35,tear,There is no government and everyone does as they please.,"""There is no correlation between sensations and the development of antibodies against the virus.",1377,ZengHuiMT,news,tech-4529876.news,"""אין קורלציה בין התחושות לפיתוח נוגדנים נגד הווירוס.",“There is no correlation between the feelings and the development of antibodies against the virus.
he-en-new,97,he-en,0.2857,token_f1,C3,tear,"Other reasons for tax refunds are: refund for life insurance payments, life insurance on a mortgage, refund for living in an eligible settlement, refund for losses in securities, non-registration of credit points for a man due to birth, and division of tax refunds by geographical location.",The auditor noted in a report two months ago that two million employees are eligible for tax refunds of NIS 3.6 billion.,227,Samsung_Research_Philippines,news,business-6678547.news,"מבקר המדינה ציין בדו""ח מלפני כחודשיים כי שני מיליון שכירים זכאים להחזרי מס בגובה של 3.6 מילארד שקלים, מה שאומר שכדאי גם לכם לבדוק האם אתם זכאים לקבל החזרי מס.","The State Comptroller stated in a report published about two months ago, that two million employees are entitled to tax refunds of 3.6 billion NIS, meaning you should also check whether you are entitled to receive tax refunds."
he-en-new,98,he-en,1.0,exact,C3,it,Three Asian cheetah cubs were recently born in the Islamic Republic of Iran.,Three Asian cheetah cubs were recently born in the Islamic Republic of Iran.,3,GPT4-5shot,news,animals-10505867.news,שלושה גורי ברדלס אסייתי הגיחו לאחרונה לאוויר העולם ברפובליקה האסלאמית של איראן.,Three Asiatic cheetah cubs recently emerged into the world in the Islamic Republic of Iran.
en-he-new,98,he-en,1.0,exact,C3,it,Three Asian cheetah cubs were recently born in the Islamic Republic of Iran.,Three Asian cheetah cubs were recently born in the Islamic Republic of Iran.,3,GPT4-5shot,news,animals-10505867.news,Three Asiatic cheetah cubs recently emerged into the world in the Islamic Republic of Iran.,שלושה גורי ברדלס אסייתי הגיחו לאחרונה לאוויר העולם ברפובליקה האסלאמית של איראן.
he-en-new,99,he-en,1.0,exact,GP,tear,## English Translation:  The immediate human interaction is important in many ways.  ,The immediate human interaction is important in many ways.,1719,ONLINE-B,user_review,tech-10576693.ugc,האינטראקציה האנושית הבלתי אמצעית חשובה מהרבה מאוד היבטים.,The immediate human interaction is important in many ways.
en-he-new,99,he-en,1.0,exact,GP,tear,## English Translation:  The immediate human interaction is important in many ways.  ,The immediate human interaction is important in many ways.,1719,ONLINE-B,user_review,tech-10576693.ugc,The immediate human interaction is important in many ways.,האינטראקציה האנושית הבלתי אמצעית חשובה מהרבה מאוד היבטים.
he-en-new,100,he-en,0.2564,token_f1,C35,it,"Thus, the acclaimed Australian singer joined artists and bands such as Iggy Pop, Green Day, and Franz Ferdinand, who also canceled performances in the invading country.",These operations took place in areas such as the village of Roshida and the city of Shechem.,998,refB,news,internal-11921820.news,"הכוחות פעלו במספר מוקדים ברחבי אוגדת יהודה ושומרון למעצר מבוקשים, בין היתר בכפר ראשידה ובעיר שכם.","The forces focused in several regions throughout the Judea and Samaria Division to arrest wanted persons, including the village of Rashida and the city of Nablus."
he-en-new,101,he-en,0.3478,token_f1,C35,tear,"Tax:on CEO Tal Carmon, ""The COVID-19 crisis has caused the salaried workforce in Israel to become much more active.""","On the other hand, despite the COVID-19 crisis, wages in 2021 increased by 2% compared to 2020, and the average wage in Israel was NIS 11,675 gross.",267,UvA-LTL,news,business-6693072.news,"מאידך, למרות משבר הקורונה, השכר בשנת 2021 עלה ב-2% בהשוואה לשנת 2020, והשכר הממוצע בישראל עמד על 11,675 שקלים ברוטו.","On the other hand, despite the Corona Virus crisis, wages in 2021 increased by 2% compared to 2020, and the average gross salary in Israel was 11,675 NIS."
he-en-new,102,he-en,1.0,exact,G35,it,This is how the process will be carried out: The Dreamliner planes flying to Canada will be released for long flights to the east.,This is how the process will be carried out: The Dreamliner planes flying to Canada will be released for long flights to the East.,1445,GPT4-5shot,news,travel-11848012.news,כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.,This is how the move will be made: the Dreamliner planes that fly to Canada will be released in favor of long flights to the East.
en-he-new,102,he-en,1.0,exact,G35,it,This is how the process will be carried out: The Dreamliner planes flying to Canada will be released for long flights to the east.,This is how the process will be carried out: The Dreamliner planes flying to Canada will be released for long flights to the East.,1445,GPT4-5shot,news,travel-11848012.news,This is how the move will be made: the Dreamliner planes that fly to Canada will be released in favor of long flights to the East.,כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.
he-en-new,103,he-en,0.2449,token_f1,G4o,it,"Now you are 14 players, Deni Avdija will join for the European Championship, Gabi Chachashvili will return, and there might be additional changes.",The new price for a liter of 95-octane gasoline will be 8.08 and anyone wishing to enjoy full service will be required to pay an additional 21 cents a liter.,158,Lan-BridgeMT,news,business-11924445.news,"המחיר החדש לליטר בנזין 95 אוקטן, יעמוד על-8.08 ומי שיבקש להינות משירות מלא, יידרש לשלם עוד 21 אגורות לליטר.","The new price per liter of 95 octane gasoline will be 8.08 NIS and those who wish to enjoy full service, will be requested to pay an extra 21 agorot per liter."
he-en-new,104,he-en,0.3077,token_f1,GP,it,"Most of the time, I do the Kiddush with the children, who know it by heart.",How do you know what the airline's terms of service are?,1453,Lan-BridgeMT,news,travel-11904005.news,איך תדעו מה תנאי הכבודה של חברת התעופה?,How will you know what the airline’s baggage conditions are?
he-en-new,105,he-en,0.2439,token_f1,G35,it,Regarding new mortgage borrowers - he highly recommends getting to know the different options and tailoring the mortgage to their financial abilities.,"Perhaps his personal abilities are not yet equal to the Scott player, but he is a team player, and particularilyly his game intelligence is much higher",1696,refA,user_review,sport-11927854.ugc,"אולי יכולות אישיות עדיין לר משתווה לסקוטי אך שחקן קבוצתי ,ובעיקר אינטלגנציית משחק גבוהים בהרבה","Perhaps his personal abilities are not yet equal to the Scott player, but he is a team player, and particularilyly his game intelligence is much higher"
he-en-new,106,he-en,1.0,token_f1,GP,it,"Your case: Source: The new price for a liter of 95 octane gasoline will be 8.08, and those who wish to enjoy full service will be required to pay an additional 21 agorot per liter.  Target: The new price for a liter of 95 octane gasoline will be 8.08, and those who wish to enjoy full service will be required to pay an additional 21 agorot per liter.","The new price for a liter of 95-octane gasoline will be 8.08, and those who wish to enjoy full service will be required to pay an additional 21 agorot per liter.",158,ONLINE-A,news,business-11924445.news,"המחיר החדש לליטר בנזין 95 אוקטן, יעמוד על-8.08 ומי שיבקש להינות משירות מלא, יידרש לשלם עוד 21 אגורות לליטר.","The new price per liter of 95 octane gasoline will be 8.08 NIS and those who wish to enjoy full service, will be requested to pay an extra 21 agorot per liter."
en-he-new,106,he-en,1.0,token_f1,GP,it,"Your case: Source: The new price for a liter of 95 octane gasoline will be 8.08, and those who wish to enjoy full service will be required to pay an additional 21 agorot per liter.  Target: The new price for a liter of 95 octane gasoline will be 8.08, and those who wish to enjoy full service will be required to pay an additional 21 agorot per liter.","The new price for a liter of 95-octane gasoline will be 8.08, and those who wish to enjoy full service will be required to pay an additional 21 agorot per liter.",158,ONLINE-A,news,business-11924445.news,"The new price per liter of 95 octane gasoline will be 8.08 NIS and those who wish to enjoy full service, will be requested to pay an extra 21 agorot per liter.","המחיר החדש לליטר בנזין 95 אוקטן, יעמוד על-8.08 ומי שיבקש להינות משירות מלא, יידרש לשלם עוד 21 אגורות לליטר."
he-en-new,107,he-en,0.254,token_f1,G35,it,"However, before managers return employees to offices, researchers note that ""working via computer did not affect creativity itself or people's critical thinking about innovative proposals, when they had to choose the best idea from a set of ideas.""","It's important to remember that there are a limited number of tickets (about 4,000) and the price does not include luggage and seat selection.",1554,GPT4-5shot,news,travel-6742632.news,"חשוב לזכור שמדובר במספר מוגבל של כרטיסים (כ-4,000) והמחיר לא כולל כבודה ובחירת מושב.","It is important to remember that only a limited number of tickets (about 4,000) are offered and the price will not include baggage and seat selection."
he-en-new,108,he-en,0.4,token_f1,G35,it,How do you summarize the two years at Maccabi Tel Aviv?,How do you know the airline's baggage conditions?,1453,ONLINE-A,news,travel-11904005.news,איך תדעו מה תנאי הכבודה של חברת התעופה?,How will you know what the airline’s baggage conditions are?
he-en-new,109,he-en,1.0,exact,C3,tear,You may be entitled to receive a substantial amount in a simple procedure •,You may be entitled to receive a substantial amount in a simple procedure •,224,GTCOM_Peter,news,business-6678547.news,ייתכן שאתם זכאים לקבל סכום לא מבוטל בהליך פשוט •,You may be entitled to receive a significant amount following a simple procedure •
en-he-new,109,he-en,1.0,exact,C3,tear,You may be entitled to receive a substantial amount in a simple procedure •,You may be entitled to receive a substantial amount in a simple procedure •,224,GTCOM_Peter,news,business-6678547.news,You may be entitled to receive a significant amount following a simple procedure •,ייתכן שאתם זכאים לקבל סכום לא מבוטל בהליך פשוט •
he-en-new,110,he-en,0.2963,token_f1,G4o,it,"The survey allows tracking the development of the workforce, its size and characteristics, the extent of unemployment, and more.","""There is no correlation between the symptoms and the development of antibodies against the virus.",1377,GPT4-5shot,news,tech-4529876.news,"""אין קורלציה בין התחושות לפיתוח נוגדנים נגד הווירוס.",“There is no correlation between the feelings and the development of antibodies against the virus.
he-en-new,111,he-en,1.0,exact,C3,it,It should be emphasized that not every mistake in treatment by the medical staff amounts to negligence (in the legal sense of this term) and that various complications during childbirth do not necessarily indicate that its management was negligent.,It should be emphasized that not every mistake in treatment by the medical staff amounts to negligence (in the legal sense of this term) and that various complications during childbirth do not necessarily indicate that its management was negligent.,740,GTCOM_Peter,news,health-6944162.news,"יש להדגיש, כי לא כל טעות בטיפול מצד הצוות הרפואי עולה כדי רשלנות (במובן המשפטי של מונח זה) וכי סיבוכים שונים במהלך הלידה אינם מלמדים בהכרח שניהולה היה רשלני.",It must be emphasized that not every error in treatment by the medical staff amounts to negligence (in the legal sense of this term) and that various complications during childbirth do not necessarily indicate that its management was negligent.
en-he-new,111,he-en,1.0,exact,C3,it,It should be emphasized that not every mistake in treatment by the medical staff amounts to negligence (in the legal sense of this term) and that various complications during childbirth do not necessarily indicate that its management was negligent.,It should be emphasized that not every mistake in treatment by the medical staff amounts to negligence (in the legal sense of this term) and that various complications during childbirth do not necessarily indicate that its management was negligent.,740,GTCOM_Peter,news,health-6944162.news,It must be emphasized that not every error in treatment by the medical staff amounts to negligence (in the legal sense of this term) and that various complications during childbirth do not necessarily indicate that its management was negligent.,"יש להדגיש, כי לא כל טעות בטיפול מצד הצוות הרפואי עולה כדי רשלנות (במובן המשפטי של מונח זה) וכי סיבוכים שונים במהלך הלידה אינם מלמדים בהכרח שניהולה היה רשלני."
he-en-new,112,he-en,0.3158,token_f1,G35,tear,The most advanced are works of electricity or advanced building works.,Free tours of the streaming service's most popular shows.,1427,ONLINE-A,news,travel-11738742.news,סיורים חינמיים בלוקיישנים של הסדרות הפופולריות ביותר של שירות הסטרימינג.,Free tours of locations of the streaming service’s most popular series.
he-en-new,113,he-en,1.0,exact,G35,it,"Your case: Source: Bibi participated in the last season of ""X Factor"" and finished in third place.","Bibi participated in the last season of ""X Factor"" and finished in third place.",359,GPT4-5shot,news,celebrities-7966246.news,ביבי השתתפה בעונה האחרונה של ״אקס פקטור״ וסיימה במקום השלישי •,Bibi participated in the last season of ״X Factor״ and finished in third place •
en-he-new,113,he-en,1.0,exact,G35,it,"Your case: Source: Bibi participated in the last season of ""X Factor"" and finished in third place.","Bibi participated in the last season of ""X Factor"" and finished in third place.",359,GPT4-5shot,news,celebrities-7966246.news,Bibi participated in the last season of ״X Factor״ and finished in third place •,ביבי השתתפה בעונה האחרונה של ״אקס פקטור״ וסיימה במקום השלישי •
he-en-new,114,he-en,0.3226,token_f1,G35,tear,"This, when the legal framework for this step is only arranged in retrospect.",It should be emphasized that not every mistake in medical care is negligent (in the legal sense of this term).,740,Samsung_Research_Philippines,news,health-6944162.news,"יש להדגיש, כי לא כל טעות בטיפול מצד הצוות הרפואי עולה כדי רשלנות (במובן המשפטי של מונח זה) וכי סיבוכים שונים במהלך הלידה אינם מלמדים בהכרח שניהולה היה רשלני.",It must be emphasized that not every error in treatment by the medical staff amounts to negligence (in the legal sense of this term) and that various complications during childbirth do not necessarily indicate that its management was negligent.
he-en-new,115,he-en,1.0,exact,C35,it,Maccabi Tel Aviv announced this evening (Tuesday) that they have reached an agreement with Zulte Waregem from the Belgian league on the sale of Novatus Miroshi.,Maccabi Tel Aviv announced this evening (Tuesday) that they have reached an agreement with Zulte Waregem from the Belgian league on the sale of Novatus Miroshi.,1169,GPT4-5shot,news,sport-11918887.news,במכבי תל אביב הודיעו הערב (שלישי) כי הגיעו לסיכום עם זולטה וארגם מהליגה הבלגית על מכירתו של נובאטוס מירושי.,Maccabi Tel Aviv announced this evening (Tuesday) that they reached an agreement with Zulte Waregem from the Belgian league regarding the selling of Novatus Miroshi.
en-he-new,115,he-en,1.0,exact,C35,it,Maccabi Tel Aviv announced this evening (Tuesday) that they have reached an agreement with Zulte Waregem from the Belgian league on the sale of Novatus Miroshi.,Maccabi Tel Aviv announced this evening (Tuesday) that they have reached an agreement with Zulte Waregem from the Belgian league on the sale of Novatus Miroshi.,1169,GPT4-5shot,news,sport-11918887.news,Maccabi Tel Aviv announced this evening (Tuesday) that they reached an agreement with Zulte Waregem from the Belgian league regarding the selling of Novatus Miroshi.,במכבי תל אביב הודיעו הערב (שלישי) כי הגיעו לסיכום עם זולטה וארגם מהליגה הבלגית על מכירתו של נובאטוס מירושי.
he-en-new,116,he-en,1.0,exact,G35,it,Someone here missed an important detail,Someone here missed an important detail,1724,ONLINE-A,user_review,tech-10857141.ugc,מישהו פה פספס פרט חשוב,Someone here missed an important detail
en-he-new,116,he-en,1.0,exact,G35,it,Someone here missed an important detail,Someone here missed an important detail,1724,ONLINE-A,user_review,tech-10857141.ugc,Someone here missed an important detail,מישהו פה פספס פרט חשוב
he-en-new,117,he-en,0.2857,token_f1,GP,tear,The second case is a complex conflict between two peoples.  ,"""The invasion of Ukraine is very different from the Israeli-Palestinian conflict.",491,UvA-LTL,news,culture-8883085.news,"הזמר בתגובה: ""הפלישה לאוקראינה שונה מאוד מהקונפליקט הישראלי-פלשתיני","The singer responded: ""The invasion of Ukraine is very different from the Israeli-Palestinian conflict"
he-en-new,118,he-en,1.0,exact,C3,it,"Regarding the Israelis, he is absolutely right!!","Regarding the Israelis, he is absolutely right!!",1705,GPT4-5shot,user_review,sport-6663385.ugc,"לגבי הישראלים, הוא צודק לגמרי!!","Concerning the Israelis, he is absolutely right!!"
en-he-new,118,he-en,1.0,exact,C3,it,"Regarding the Israelis, he is absolutely right!!","Regarding the Israelis, he is absolutely right!!",1705,GPT4-5shot,user_review,sport-6663385.ugc,"Concerning the Israelis, he is absolutely right!!","לגבי הישראלים, הוא צודק לגמרי!!"
he-en-new,119,he-en,0.9583,token_f1,C3,it,"It's important to remember that it's a limited number of tickets (about 4,000) and the price does not include luggage and seat selection.","It's important to remember that there are a limited number of tickets (about 4,000) and the price does not include luggage and seat selection.",1554,GPT4-5shot,news,travel-6742632.news,"חשוב לזכור שמדובר במספר מוגבל של כרטיסים (כ-4,000) והמחיר לא כולל כבודה ובחירת מושב.","It is important to remember that only a limited number of tickets (about 4,000) are offered and the price will not include baggage and seat selection."
en-he-new,119,he-en,0.9583,token_f1,C3,it,"It's important to remember that it's a limited number of tickets (about 4,000) and the price does not include luggage and seat selection.","It's important to remember that there are a limited number of tickets (about 4,000) and the price does not include luggage and seat selection.",1554,GPT4-5shot,news,travel-6742632.news,"It is important to remember that only a limited number of tickets (about 4,000) are offered and the price will not include baggage and seat selection.","חשוב לזכור שמדובר במספר מוגבל של כרטיסים (כ-4,000) והמחיר לא כולל כבודה ובחירת מושב."
he-en-new,120,he-en,0.3673,token_f1,GP,tear,"## English Translation:  In Arkia, the basic ticket price includes a hand luggage that does not exceed 55*20*40 in size and weighs up to 7 kilograms.  ","It's important to remember that there are a limited number of tickets (about 4,000) and the price does not include luggage and seat selection.",1554,GPT4-5shot,news,travel-6742632.news,"חשוב לזכור שמדובר במספר מוגבל של כרטיסים (כ-4,000) והמחיר לא כולל כבודה ובחירת מושב.","It is important to remember that only a limited number of tickets (about 4,000) are offered and the price will not include baggage and seat selection."
he-en-new,121,he-en,0.2449,token_f1,G4o,tear,"Think of: cleaning and mopping, pots on the stove and smells in the stairwell, Yaron Ilan or Avi Kakon on TV, but the strangest thing would be if someone suddenly said ""Gil Sassover.""",We wish everyone to be positive in life and negative on the coronavirus tests - and of course complete medicine and lots of health.,644,ONLINE-Y,news,health-6931611.news,נאחל לכולם להיות חיוביים בחיים ושליליים בבדיקות הקורונה - וכמובן רפואה שלמה והמון בריאות.,"We wish everyone to be positive in life and negative in the Corona Virus tests—and of course, perfect healing and good health."
he-en-new,122,he-en,0.3125,token_f1,G4o,tear,All the people who are donors and pay taxes received a refund.,"It was more interesting to hear how many people received stipends in Israel Post, how much the branches are worth, and how much.",1564,Samsung_Research_Philippines,user_review,business-6660508.ugc,"היה יותר מעניין לשמוע כמה אנשים קיבלו קיצבאות בדואר ישראל, כמה שווה הנדל״ן של הסניפים (הממוקמים במרכזי הערים המובקשים), וכמה השכר של העובדים (מינימום).","It would have been more interesting to hear how many people received allowances at Israel Post, how much the real estate of the branches (located in the centers of the requested cities) is worth, and how much is the wages of the employees (minimal wages)."
he-en-new,123,he-en,0.9667,token_f1,GP,it,"The estimates regarding the amount of money demanded by the attacker are that it started in the thousands of dollars and as the clock ticked, it increased, and before the information was published, it had already reached several million dollars.","The estimates regarding the amount of money demanded by the attacker suggest that it started in the thousands of dollars and as the clock ticked, it increased and before the information was published, it had already reached several million dollars.",1346,GPT4-5shot,news,tech-4475059.news,"ההערכות לגבי סכום הכסף אותו דרש התוקף הן שמדובר בסכום שהחל באלפי דולרים וככל שהשעון נקף, הוא עלה ולפני שהמידע פורסם הוא כבר הגיע לכמה מיליוני דולרים.","The estimated amount of money that the hacker demanded is unclear since the amount started in the thousands of dollars and as the clock ticked, it increased, so just before the information was published it had already reached several million of dollars."
en-he-new,123,he-en,0.9667,token_f1,GP,it,"The estimates regarding the amount of money demanded by the attacker are that it started in the thousands of dollars and as the clock ticked, it increased, and before the information was published, it had already reached several million dollars.","The estimates regarding the amount of money demanded by the attacker suggest that it started in the thousands of dollars and as the clock ticked, it increased and before the information was published, it had already reached several million dollars.",1346,GPT4-5shot,news,tech-4475059.news,"The estimated amount of money that the hacker demanded is unclear since the amount started in the thousands of dollars and as the clock ticked, it increased, so just before the information was published it had already reached several million of dollars.","ההערכות לגבי סכום הכסף אותו דרש התוקף הן שמדובר בסכום שהחל באלפי דולרים וככל שהשעון נקף, הוא עלה ולפני שהמידע פורסם הוא כבר הגיע לכמה מיליוני דולרים."
he-en-new,124,he-en,0.4444,token_f1,GP,tear,This is not the peak of the pandemic.  ,Number of verified rises does not mean the number of patients is rising,1828,ONLINE-Y,user_review,travel-6705434.ugc,מספר המאומתים עולה לא אומר שמספר החולים עולה,If the number of confirmed cases increases it does not mean that the number of patients increases
he-en-new,125,he-en,0.9677,substring,G4o,it,Wizz Air charges significantly more for baggage and seating!!!,Wizz Air charges significantly more for baggage and seating!,1797,refB,user_review,travel-11904005.ugc,וויז אייר על מטען והושבה לוקחים הרבה יותר משמעותית!!!,Wiz Air charges much more for cargo and seats!!!
en-he-new,125,he-en,0.9677,substring,G4o,it,Wizz Air charges significantly more for baggage and seating!!!,Wizz Air charges significantly more for baggage and seating!,1797,refB,user_review,travel-11904005.ugc,Wiz Air charges much more for cargo and seats!!!,וויז אייר על מטען והושבה לוקחים הרבה יותר משמעותית!!!
he-en-new,126,he-en,0.2927,token_f1,G35,it,"Seekers of employment are trying to return to Talm but are not competing in the market, mainly due to the lack of attractive positions in their eyes.","Due to the increase in hospitalized patients: At Hadassah, preparations are underway for the opening of a third COVID-19 department",716,refB,news,health-6935580.news,בעקבות ריבוי המאושפזים: בהדסה נערכים לפתיחת מחלקת קורונה שלישית,Due to the large number of hospitalized people: Hadassah is preparing to open a third Corona-virus ward
he-en-new,127,he-en,0.2529,token_f1,GP,it,"Your case: Source: ""The delay in publishing the protocols harms the transparency of decisions; as a result, the ability of proposal submitters - patient organizations and pharmaceutical companies - to submit repeat requests as soon as possible and relevant, after learning lessons from the rejection of their proposals, analyzing the reasons for their failure in the previous round, improving and correcting their proposals, and conducting a reassessment of the feasibility of their acceptance in the next round, may be impaired,"" the State Comptroller noted in the report.","The State Comptroller noted in a report from two months ago that two million employees are entitled to tax refunds of NIS 3.6 billion, which means that you should also check whether you are eligible for tax refunds.",227,ONLINE-A,news,business-6678547.news,"מבקר המדינה ציין בדו""ח מלפני כחודשיים כי שני מיליון שכירים זכאים להחזרי מס בגובה של 3.6 מילארד שקלים, מה שאומר שכדאי גם לכם לבדוק האם אתם זכאים לקבל החזרי מס.","The State Comptroller stated in a report published about two months ago, that two million employees are entitled to tax refunds of 3.6 billion NIS, meaning you should also check whether you are entitled to receive tax refunds."
he-en-new,128,he-en,0.9655,token_f1,G4o,it,"The Afghan Whigs band, Shlomi Shaban, Noga Erez, Evyatar Banai, and Tess are among the names that will take part in the InDNegev Festival, which will take place from October 20 to 22.","The Afghan Whigs band, Shlomi Shaban, Noga Erez, Eviatar Banai and Tess are among the names that will take part in the InDNegev festival, which will take place from October 20 to October 22.",404,refA,news,culture-11928547.news,"להקת אפגן וויגז, שלומי שבן, נגה ארז, אביתר בנאי ו-Tess הם בין השמות שייקחו חלק בפסטיבל אינדינגב, שיתקיים בין ה-20 ל-22 באוקטובר.","The Afghan Whigs band, Shlomi Shaban, Noga Erez, Eviatar Banai and Tess are among the names that will take part in the InDNegev festival, which will take place from October 20 to October 22."
en-he-new,128,he-en,0.9655,token_f1,G4o,it,"The Afghan Whigs band, Shlomi Shaban, Noga Erez, Evyatar Banai, and Tess are among the names that will take part in the InDNegev Festival, which will take place from October 20 to 22.","The Afghan Whigs band, Shlomi Shaban, Noga Erez, Eviatar Banai and Tess are among the names that will take part in the InDNegev festival, which will take place from October 20 to October 22.",404,refA,news,culture-11928547.news,"The Afghan Whigs band, Shlomi Shaban, Noga Erez, Eviatar Banai and Tess are among the names that will take part in the InDNegev festival, which will take place from October 20 to October 22.","להקת אפגן וויגז, שלומי שבן, נגה ארז, אביתר בנאי ו-Tess הם בין השמות שייקחו חלק בפסטיבל אינדינגב, שיתקיים בין ה-20 ל-22 באוקטובר."
he-en-new,129,he-en,0.2222,token_f1,GP,tear,The scientists are not interested in global warming or rainfall.  ,"They are working on more and more vaccines and covert methods to destroy the world's population, so they tell us fake stories about global warming and other nonsense they invent",1727,refB,user_review,tech-10857141.ugc,הם עובדים על עוד ועוד חיסונים ושיטות ממזריות להשמיד את אוכלוסיית העולם אז הם מספרים לנו סיפורי פוגי על התחממות ועוד שטויות שהם ממציאים,They are working on more and more vaccines and crappy methods to destroy the world’s population and then they tell us fake stories about global warming and such nonsense they invented
he-en-new,130,he-en,1.0,exact,G35,it,The analysts' estimates speak of an increase rate ranging from 0.25% to 0.5%.,The analysts' estimates speak of an increase rate ranging from 0.25% to 0.5%.,130,ONLINE-B,news,business-11918180.news,הערכות האנליסטים מדברות על שיעור העלאה שנע בין 0.25% ל־0.5%.,The analysts’ estimates mention an increase rate ranging from 0.25% to 0.5%.
en-he-new,130,he-en,1.0,exact,G35,it,The analysts' estimates speak of an increase rate ranging from 0.25% to 0.5%.,The analysts' estimates speak of an increase rate ranging from 0.25% to 0.5%.,130,ONLINE-B,news,business-11918180.news,The analysts’ estimates mention an increase rate ranging from 0.25% to 0.5%.,הערכות האנליסטים מדברות על שיעור העלאה שנע בין 0.25% ל־0.5%.
